title,authors,average_rating,isbn,isbn13,language_code,num_pages,ratings_count,text_reviews_count,publication_date,publisher,book_id,library_id
The New Centurions,Joseph Wambaugh,3.94,0440164176,9780440164173,eng,368,2180,66,3/1/1987,Dell,0221495,2
Breaking Open the Head: A Psychedelic Journey Into the Heart of Contemporary Shamanism,Daniel Pinchbeck/Lee Fukui,4.06,0767907434,9780767907439,en-US,336,2799,166,8/12/2003,Three Rivers Press (CA),021815,2
Enchantress from the Stars,Sylvia Engdahl/Lois Lowry,3.95,0142500372,9780142500378,eng,304,2045,230,2/24/2003,Firebird,024580,2
A Killing Rain (Louis Kincaid  #6),P.J. Parrish,4.04,078601606X,9780786016068,eng,383,456,41,2/1/2005,Pinnacle,02987,2
The Smoke Thief (Drakon  #1),Shana Abe,3.74,0553588044,9780553588040,eng,352,6780,566,9/26/2006,Bantam,0228429,2
The Analects of Confucius: A Philosophical Translation,Confucius/Henry Rosemont Jr./Roger T. Ames,3.83,0345434072,9780345434074,eng,352,180,16,9/7/1999,Ballantine Books,0227313,2
Not Without My Daughter,Betty Mahmoody,4.1,0552152161,9780552152167,eng,528,19790,1042,7/5/2004,Transworld Publishers Ltd,0243255,2
How to Save Your Own Life: An Isadora Wing Novel,Erica Jong/Anthony Burgess,3.6,1585424994,9781585424993,eng,313,1316,80,7/6/2006,Tarcherperigee,029660,2
James & The Giant Peach (Disney's),Roald Dahl/Karey Kirkpatrick/Lane Smith,4.03,0140382976,9780140382976,eng,48,1073,32,7/4/1996,Puffin,0231649,2
Blueberry Muffin Murder (Hannah Swensen  #3),Joanne Fluke,3.87,1575667223,9781575667225,eng,310,13669,694,2/1/2003,Kensington,0233445,2
Descent of Man,T. Coraghessan Boyle,3.96,0140299947,9780140299946,eng,240,605,44,7/27/1990,Penguin Books,0224733,2
A Farewell to Arms,Ernest Hemingway,3.8,0684174693,9780684174693,eng,336,174,30,2/1/1982,MacMillan Publishing Company,0210797,2
Hello! Is That Grandma?,Ian Whybrow/Deborah Allwright,3.53,0439944392,9780439944397,en-GB,32,57,14,5/7/2007,Alison Green Books,024352,2
Lyrical and Critical Essays,Albert Camus/Ellen Conroy Kennedy/Philip Thody,4.27,0394708520,9780394708522,eng,365,817,52,9/12/1970,Vintage,0215683,2
Who Was John F. Kennedy?,Yona Zeldis McDonough/Nancy Harrison/Jill Weber,4.18,0448437430,9780448437439,eng,112,679,116,12/29/2004,Grosset & Dunlap,024417,2
October Light,John Gardner/Tom Bissell,3.88,0811216373,9780811216371,eng,399,843,61,10/17/2005,New Directions,0232534,2
A Confederate General from Big Sur / Dreaming of Babylon / The Hawkline Monster,Richard Brautigan,4.25,0395547032,9780395547038,en-US,608,1724,103,2/4/1991,Mariner Books,0212570,2
Fanny: Being the True History of the Adventures of Fanny Hackabout-Jones,Erica Jong,3.79,0393324354,9780393324358,eng,512,971,71,5/17/2003,W. W. Norton  Company,029677,2
John's Story: The Last Eyewitness (The Jesus Chronicles  #1),Tim LaHaye/Jerry B. Jenkins,3.94,0399153896,9780399153891,eng,310,1144,108,12/1/2006,Putnam Adult,0230821,2
The Grass Harp  Including A Tree of Night and Other Stories,Truman Capote,4.01,0679745572,9780679745570,eng,272,4533,188,9/28/1993,Vintage,029924,2
Turn of the Cards (Wild Cards  #12),George R.R. Martin/Victor Milán,3.69,0553561529,9780553561524,eng,432,567,18,1/1/1993,Spectra,0237900,2
Vampire Mountain (Cirque Du Freak  #4),Darren Shan,4.16,0316905747,9780316905749,eng,208,26461,587,9/1/2003,Little  Brown Young Readers,028960,2
Morrigan's Cross (Circle Trilogy  #1),Nora Roberts,4.14,0515141658,9780515141658,eng,321,46146,1158,8/29/2006,Jove,0226046,2
Kiss,Jill Mansell,3.68,0747268460,9780747268468,eng,512,1587,67,9/7/2000,Headline Review,0241993,2
Discovering Great Artists: Hands-On Art for Children in the Styles of the Great Masters,MaryAnn F. Kohl/Kim Solga/Rebecca Van Slyke,4.24,0935607099,9780935607093,eng,144,400,29,5/1/1997,Chicago Review Press,0238769,2
Enchantment,Orson Scott Card,3.9,0345482409,9780345482402,eng,422,23534,2199,5/31/2005,Del Rey,027973,2
Letters Home,Sylvia Plath,4.2,0571201156,9780571201150,eng,502,2373,63,1/1/1999,Faber & Faber,0231421,2
The Rings of Saturn,W.G. Sebald/Michael Hulse,4.26,0099448920,9780099448921,eng,304,419,50,7/1/1995,Vintage,0225815,2
Mistletoe,Hailey Abbott/Melissa de la Cruz/Aimee Friedman/Nina Malkin,3.41,0439863686,9780439863681,eng,222,541,57,10/1/2006,Scholastic Paperbacks,0238892,2
Broken Prey (Lucas Davenport  #16),John Sandford,4.18,0425204308,9780425204306,eng,481,12808,453,5/2/2006,Berkley,0237300,2
CSS Cookbook,Christopher Schmitt,3.88,0596527411,9780596527419,en-US,516,164,13,10/24/2006,O'Reilly Media,0229075,2
A Quick Bite (Argeneau #1),Lynsay Sands,3.91,0060773758,9780060773755,eng,360,35275,1370,3/31/2020,Avon,0238568,2
The Killing of Monday Brown,Sandra West Prowell,3.45,0553569694,9780553569698,eng,320,92,11,7/1/1996,Bantam,0230417,2
The Essential Interviews,Bob Dylan/Jonathan Cott,4.11,1932958096,9781932958096,eng,447,1097,47,5/17/2006,Wenner Books,0214319,2
Mortals,Norman Rush,3.74,0679737111,9780679737117,en-US,736,469,57,7/13/2004,Vintage,0227607,2
The Dark One (Wild Wulfs of London  #1),Ronda Thompson,3.87,0312935730,9780312935733,eng,341,1734,98,11/1/2005,St. Martin's Press,0239624,2
Mother of Pearl,Melinda Haynes,3.69,0671774670,9780671774677,eng,465,19073,427,6/1/2000,Washington Square Press,025179,2
Candide,Voltaire/Robert M. Adams,3.77,0393960587,9780393960587,fre,224,695,55,3/19/1991,W. W. Norton and Company,0219381,2
The Matlock Paper,Robert Ludlum,3.88,0752858637,9780752858630,eng,352,12533,80,8/24/2005,Orion Books,0231271,2
The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76,0140449116,9780140449112,eng,324,2543,167,1/30/2003,Penguin Classics,021384,2
Them: Adventures with Extremists,Jon Ronson,3.95,0330375466,9780330375467,eng,328,1103,96,2/8/2002,Pan Macmillan Ltd. (London),0237471,2
Odds Against (Sid Halley  #1),Dick Francis,4.06,0425198006,9780425198001,eng,288,3749,130,2/1/2005,G.P. Putnam's Sons,028568,2
Getting Things Done When You Are Not in Charge,Geoffrey M. Bellman,3.46,1576751724,9781576751725,eng,176,75,12,8/27/2001,Berrett-Koehler Publishers,021634,2
A Mortal Bane (Magdalene La Batarde  #1),Roberta Gellis,3.9,081257236X,9780812572360,eng,352,809,63,9/17/2001,Tor Books,0227932,2
A Taste for Death (Adam Dalgliesh  #7),P.D. James,4.02,1400096472,9781400096473,eng,459,10304,374,11/8/2005,Vintage,023830,2
20 000 Leagues Under The Sea,Pauline Francis/Jules Verne,3.76,0237526883,9780237526887,eng,48,563,32,8/1/2004,Evans Brothers,0232830,2
State of War (Tom Clancy's Net Force  #7),Steve Perry/Tom Clancy/Steve Pieczenik/Larry Segriff,3.86,0425188132,9780425188132,eng,384,1329,24,3/4/2003,Berkley,0219676,2
Blonde,Joyce Carol Oates/Claude Seban,3.99,2253152854,9782253152859,fre,1110,6903,522,4/30/2002,Le Livre de Poche,0215975,2
I Like You: Hospitality Under the Influence,Amy Sedaris,3.88,0446578843,9780446578844,eng,304,37258,1401,10/16/2006,Warner Books (NY),024135,2
The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.92,039574010X,9780395740101,eng,256,81,12,9/1/1995,Mariner Books,022785,2
The Terminal Man,Michael Crichton,3.36,0060092572,9780060092573,eng,266,21457,576,11/5/2002,Avon,027679,2
Wanderlust: A History of Walking,Rebecca Solnit,3.92,0140286012,9780140286014,eng,326,226,25,6/1/2001,Penguin Books (London),0228055,2
Not Even for Love,Erin St. Claire/Sandra Brown,3.49,044661291X,9780446612913,eng,208,1705,95,4/1/2004,Grand Central Publishing,0230361,2
The Talking Horse and the Sad Girl and the Village Under the Sea: Poems,Mark Haddon,3.31,0307275698,9780307275691,eng,60,418,37,4/11/2006,Vintage,024703,2
A Short History of Nearly Everything,Bill Bryson,4.21,076790818X,9780767908184,eng,544,248558,9396,9/14/2004,Broadway Books,0221,2
The Inheritors,William Golding,3.52,0156443791,9780156443791,en-US,240,2826,266,9/25/1963,Mariner Books,0214428,2
The Coming of the Fairies,Arthur Conan Doyle/John M. Lynch,3.39,0803266553,9780803266551,eng,189,208,38,10/1/2006,Bison Books,0216593,2
Sensual Phrase  Vol. 3,Mayu Shinjō,4.14,1591164494,9781591164494,en-US,192,744,11,8/11/2004,Viz Media,0230253,2
The Confessions (Works of Saint Augustine 1),Augustine of Hippo/John E. Rotelle/Maria Boulding,3.92,1565480848,9781565480841,eng,416,142,24,12/1/2002,New City Press,021681,2
Open House,Jill Mansell,3.9,074726743X,9780747267430,en-US,448,2440,65,3/3/2003,Headline,0241998,2
4th of July (Women's Murder Club  #4),James Patterson/Maxine Paetro,4.07,0446613363,9780446613361,eng,448,62523,1674,6/1/2006,Vision,0233668,2
El bosque de los pigmeos,Isabel Allende,3.77,0060816198,9780060816193,spa,304,1099,46,9/6/2005,HarperCollins Espanol,023298,2
The Promise of Rest,Reynolds Price/Mary Bess Engel,4.0,0684825104,9780684825106,eng,368,253,16,11/5/1996,Scribner,0232899,2
Lisey's Story,Stephen King,3.68,0743289412,9780743289412,eng,513,59097,2709,10/24/2006,Scribner,0210566,2
Like Water for Chocolate,Laura Esquivel/Thomas  Christensen/Carol Christensen,3.95,0552995878,9780552995870,eng,222,283199,4997,9/16/1993,Black Swan,026952,2
E=mc2: A Biography of the World's Most Famous Equation,David Bodanis/Ralph L. Fowler,4.09,0802713521,9780802713520,en-US,352,163,20,9/1/2000,Walker Books,0218667,2
Clock of the Long Now: Time and Responsibility: The Ideas Behind the World's Slowest Computer,Stewart Brand,4.1,0465007805,9780465007806,eng,208,526,63,4/6/2000,Basic Books,0233279,2
A Christmas Carol and Other Christmas Writings,Charles Dickens/Michael Slater,4.14,0140439056,9780140439052,eng,288,30393,449,10/30/2003,Penguin Classics,025338,2
Where There's Smoke,Sandra Brown,3.97,0446600342,9780446600347,eng,512,5861,230,5/1/1994,Grand Central Publishing (Formerly Warner Books),0230349,2
History of Beauty,Umberto Eco/Girolamo De Michele/Alastair McEwen/Agnolo di Cosimo Bronzino,3.78,0847826465,9780847826469,eng,432,47625,186,11/13/2004,Rizzoli,0210505,2
The Diary of Anaïs Nin  Vol. 2: 1934-1939,Anaïs Nin/Gunther Stuhlmann,4.18,0156260263,9780156260268,eng,372,1775,47,3/25/1970,Mariner Books,0211037,2
The Pilgrim's Regress,C.S. Lewis/Michael Hague,3.88,0802806414,9780802806413,eng,219,6276,362,1/10/1992,William B. Eerdmans Publishing Company,0229806,2
Ukridge,P.G. Wodehouse,3.89,1585674796,9781585674794,eng,272,1019,83,9/15/2003,Harry N. Abrams,0218031,2
Selected Letters  1940-1956,Jack Kerouac/Ann Charters,4.13,0140234446,9780140234442,eng,656,804,21,3/1/1996,Penguin (Non-Classics),0223929,2
Middlemarch,George Eliot/Harriet Walter,3.96,0141804513,9780141804514,eng,6,50,14,1/28/2003,Penguin Audio UK,0219093,2
Fast Food Nation: What The All-American Meal is Doing to the World,Eric Schlosser,3.74,0141006870,9780141006871,eng,384,811,77,4/4/2002,Penguin Books,021099,2
Straight,Dick Francis,4.05,042520846X,9780425208465,eng,320,3513,143,2/7/2006,G.P. Putnam's Sons,028541,2
It's Not About the Bike: My Journey Back to Life,Lance Armstrong/Sally Jenkins,3.72,0224060872,9780224060875,en-GB,294,495,42,5/3/2001,Yellow Jersey,0230055,2
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,Nigella Lawson,3.97,0786886811,9780786886814,eng,384,29553,254,9/1/2005,Hachette Books,0239542,2
Mission of Honor (Tom Clancy's Op-Center  #9),Jeff Rovin/Tom Clancy/Steve Pieczenik,3.91,0425186709,9780425186701,eng,432,1557,25,6/4/2002,Berkley Books,0219686,2
The Castle of Otranto,Horace Walpole,3.18,0192834401,9780192834409,eng,125,16370,1211,7/16/1998,Oxford University Press,0212923,2
Roald Dahl: A Biography,Jeremy Treglown,3.62,0156001993,9780156001991,eng,336,221,26,6/5/1995,Mariner Books,0244524,2
The Dragon Doesn't Live Here Anymore: Living Fully  Loving Freely,Alan Cohen,4.27,0449908402,9780449908402,eng,416,179,16,8/3/1993,Ballantine Books,0234909,2
You Know You Love Me (Gossip Girl  #2),Cecily von Ziegesar,3.52,0316911488,9780316911481,en-US,240,19261,648,9/1/2002,Poppy,0237451,2
The Story of a Seagull and the Cat Who Taught Her to Fly,Luis Sepúlveda/Chris Sheban/Margaret Sayers Peden,4.14,0439401879,9780439401876,eng,128,5097,219,8/1/2006,Scholastic Paperbacks,028797,2
From Far Away  Vol. 12,Kyoko Hikawa/Yuko Sawada/Freeman Wong,4.43,1421505398,9781421505398,eng,208,909,15,9/12/2006,VIZ Media,0213549,2
Animal Farm / 1984,George Orwell/Christopher Hitchens,4.28,0151010269,9780151010264,eng,400,146659,1625,6/1/2003,Houghton Mifflin Harcourt,025472,2
A Year in the Merde,Stephen Clarke,3.54,1582346178,9781582346175,en-US,276,11429,979,5/2/2006,Bloomsbury Publishing PLC,0210765,2
The Wild Boys,William S. Burroughs,3.6,0802133312,9780802133311,eng,193,2977,124,1/12/1994,Grove Press,0223930,2
The Manhattan Hunt Club,John Saul,3.98,0345490649,9780345490643,eng,384,4889,221,3/28/2006,Ballantine Books,026553,2
Hard Eight (Stephanie Plum  #8),Janet Evanovich,4.17,0747267626,9780747267621,eng,339,155,13,6/23/2003,Headline Review,0240347,2
Carrion Comfort,Dan Simmons,3.9,0446359203,9780446359207,eng,884,15742,714,10/1/1990,Warner Books,0211286,2
Team Yankee,Harold Coyle,4.07,0425110427,9780425110423,en-US,330,8870,131,9/1/1988,Berkley,0234570,2
The Invisibles  Volume 1: Say You Want a Revolution,Grant Morrison/Steve Yeowell/Jill Thompson/Dennis Cramer/Peter Milligan,3.95,1563892677,9781563892677,eng,224,8822,372,6/1/1996,DC Comics,0222347,2
The Seven Daughters Of Eve,Bryan Sykes,3.98,0552152188,9780552152181,eng,368,153,14,7/1/2002,Corgi,026992,2
La casa de los espíritus,Isabel Allende,4.23,9500717638,9789500717632,spa,456,198,18,9/1/2000,Sudamericana,029288,2
The Body in the Lighthouse,Katherine Hall Page,3.68,0380813866,9780380813865,en-US,352,434,28,3/30/2004,Avon,0237657,2
